,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
366,bayangol,12.0,MN,1537761986.0,46.0,48.91,106.09,57.26,4.18
367,walvis bay,90.0,NA,1537758000.0,87.0,-22.95,14.51,53.6,10.29
368,lazaro cardenas,5.0,MX,1537757100.0,72.0,28.39,-105.62,66.2,3.36
369,bandarbeyla,20.0,SO,1537761987.0,98.0,9.49,50.81,77.24,18.16
370,la ronge,90.0,CA,1537758000.0,80.0,55.1,-105.3,35.6,11.41
371,sergeyevka,32.0,KZ,1537761987.0,83.0,53.88,67.42,47.36,7.43
372,plettenberg bay,0.0,ZA,1537761988.0,100.0,-34.05,23.37,56.81,7.76
373,balkanabat,8.0,TM,1537761988.0,54.0,39.51,54.36,59.78,4.07
374,zhigansk,92.0,RU,1537761988.0,75.0,66.77,123.37,42.86,8.66
376,orlik,0.0,RU,1537761989.0,81.0,52.51,99.83,41.96,0.6
377,mount pleasant,100.0,US,1537761300.0,99.0,33.16,-94.97,71.78,3.06
378,maniitsoq,20.0,GL,1537761990.0,78.0,65.42,-52.9,40.43,21.18
380,huarmey,76.0,PE,1537761991.0,84.0,-10.07,-78.15,59.15,3.51
381,lata,92.0,IN,1537761991.0,100.0,30.78,78.62,52.58,1.95
382,scarborough,0.0,GB,1537757400.0,87.0,54.28,-0.41,42.8,6.93
384,lazarev,48.0,RU,1537761693.0,88.0,52.23,141.51,56.45,2.28
386,salalah,40.0,OM,1537761000.0,73.0,17.01,54.1,77.0,2.24
387,matongo,80.0,BI,1537761992.0,63.0,-3.07,29.61,63.02,1.39
388,tazovskiy,88.0,RU,1537761993.0,97.0,67.47,78.7,42.77,10.89
389,klobuck,75.0,PL,1537759800.0,87.0,50.9,18.94,44.6,16.11
390,ajaigarh,0.0,IN,1537761993.0,75.0,24.9,80.27,84.35,7.43
391,ariguani,24.0,CO,1537761994.0,88.0,10.25,-74.0,74.18,0.94
392,liaozhong,0.0,CN,1537758000.0,55.0,41.51,122.73,62.6,6.71
393,acandi,48.0,CO,1537761994.0,100.0,8.51,-77.28,75.26,1.83
394,ahipara,92.0,NZ,1537761995.0,85.0,-35.17,173.16,58.43,17.83
395,cache creek,75.0,CA,1537758000.0,66.0,50.81,-121.33,57.2,1.95
396,celestun,0.0,MX,1537761995.0,100.0,20.87,-90.4,82.64,15.7
397,imeni poliny osipenko,32.0,RU,1537761995.0,71.0,52.42,136.49,54.83,3.96
398,isla mujeres,90.0,MX,1537757160.0,88.0,21.23,-86.73,80.6,3.36
400,lafiagi,80.0,NG,1537761996.0,95.0,8.85,5.42,74.72,2.84
401,doha,0.0,QA,1537759800.0,75.0,25.29,51.53,89.6,4.7
402,cabo san lucas,5.0,MX,1537757100.0,83.0,22.89,-109.91,82.4,4.7
403,romny,56.0,UA,1537761997.0,83.0,50.74,33.49,47.18,12.24
404,chau doc,44.0,VN,1537761997.0,90.0,10.71,105.12,84.8,4.29
405,derzhavinsk,0.0,KZ,1537761998.0,84.0,51.1,66.31,43.31,2.95
407,santa maria,0.0,BR,1537758000.0,93.0,-29.69,-53.81,66.2,13.87
408,akbarpur,32.0,IN,1537761999.0,90.0,26.42,82.54,83.18,2.17
409,itape,0.0,PY,1537758000.0,58.0,-25.78,-57.3,86.0,8.05
410,longyearbyen,75.0,NO,1537757400.0,100.0,78.22,15.63,39.2,13.87
411,verkhnevilyuysk,0.0,RU,1537762000.0,55.0,63.45,120.31,52.13,5.41
412,kulu,56.0,CD,1537762000.0,99.0,3.47,23.69,71.48,2.73
413,necocli,80.0,CO,1537762066.0,100.0,8.42,-76.79,77.06,3.96
414,alice springs,0.0,AU,1537759800.0,10.0,-23.7,133.88,82.4,12.75
415,dingle,20.0,PH,1537762066.0,92.0,11.0,122.67,83.18,4.18
416,zverinogolovskoye,0.0,RU,1537762067.0,84.0,54.46,64.85,43.31,3.29
417,san julian,0.0,SV,1537757400.0,94.0,13.7,-89.56,77.0,2.24
418,valparaiso,1.0,US,1537760100.0,70.0,41.47,-87.06,64.94,6.93
419,kualakapuas,20.0,ID,1537758000.0,49.0,-3.01,114.39,91.4,11.41
420,ketchikan,90.0,US,1537757760.0,89.0,55.34,-131.65,57.02,5.82
421,kaduna,92.0,NG,1537762068.0,97.0,10.52,7.44,70.85,3.74
422,atar,44.0,MR,1537762068.0,30.0,20.52,-13.05,79.67,5.19
423,yamada,75.0,JP,1537758000.0,69.0,36.58,137.08,77.0,2.24
424,grand gaube,75.0,MU,1537758000.0,73.0,-20.01,57.66,73.4,16.11
425,kaoma,0.0,ZM,1537762070.0,37.0,-14.8,24.8,67.34,13.02
426,bonthe,100.0,SL,1537762070.0,100.0,7.53,-12.5,71.93,2.62
427,los llanos de aridane,8.0,ES,1537759800.0,78.0,28.66,-17.92,73.4,12.75
428,lompoc,1.0,US,1537760100.0,72.0,34.64,-120.46,60.8,4.7
430,sayan,0.0,YE,1537762071.0,54.0,15.88,43.46,68.6,4.07
431,kabompo,8.0,ZM,1537762071.0,37.0,-13.6,24.21,66.62,11.68
432,contramaestre,20.0,CU,1537757580.0,78.0,20.3,-76.25,77.0,3.36
433,quilali,92.0,NI,1537762072.0,99.0,13.57,-86.03,70.67,2.39
434,san patricio,0.0,PY,1537762072.0,55.0,-26.98,-56.83,84.26,4.74
435,dalvik,0.0,SE,1537761000.0,86.0,57.79,14.13,37.4,5.82
436,martapura,20.0,ID,1537758000.0,49.0,-3.41,114.85,91.4,11.41
437,domna,36.0,RU,1537759800.0,43.0,51.9,113.16,55.4,6.71
438,manta,0.0,RO,1537762074.0,86.0,45.1,24.1,51.5,2.51
439,christchurch,92.0,NZ,1537759800.0,76.0,-43.53,172.64,53.6,9.17
441,karatuzskoye,24.0,RU,1537762074.0,85.0,53.61,92.87,54.02,1.72
443,cidreira,0.0,BR,1537762075.0,86.0,-30.17,-50.22,68.87,5.75
444,talcahuano,0.0,CL,1537758000.0,87.0,-36.72,-73.12,50.0,11.41
445,ajuchitlan,40.0,MX,1537757400.0,72.0,20.72,-100.02,64.4,5.82
446,maningrida,0.0,AU,1537762076.0,64.0,-12.05,134.23,84.53,14.25
447,vostok,92.0,RU,1537762076.0,100.0,46.45,135.83,50.24,2.84
448,golyshmanovo,24.0,RU,1537762076.0,82.0,56.4,68.37,48.89,8.77
449,vaasa,0.0,FI,1537761000.0,65.0,63.1,21.62,46.4,9.17
450,lavrentiya,8.0,RU,1537762077.0,92.0,65.58,-170.99,44.66,18.84
451,chifeng,0.0,CN,1537762077.0,39.0,42.27,118.96,59.15,6.87
452,talnakh,88.0,RU,1537762078.0,98.0,69.49,88.39,43.31,5.19
453,mackay,40.0,CA,1537758000.0,86.0,53.65,-115.58,41.0,5.82
454,ballina,56.0,IE,1537762078.0,100.0,54.11,-9.15,39.35,3.96
455,fort nelson,90.0,CA,1537758000.0,71.0,58.81,-122.69,51.8,5.82
456,strohonivka,8.0,UA,1537762079.0,87.0,44.94,34.2,45.65,4.41
457,miquelon,92.0,PM,1537761964.0,92.0,47.1,-56.38,56.27,19.95
458,verkhnyaya inta,0.0,RU,1537762079.0,90.0,65.99,60.32,53.21,3.06
459,upernavik,8.0,GL,1537762080.0,100.0,72.79,-56.15,30.53,15.48
460,alta,75.0,NO,1537761000.0,75.0,69.97,23.27,42.8,11.41
461,ambanja,40.0,MG,1537758000.0,88.0,-13.68,48.45,73.4,3.4
462,batticaloa,24.0,LK,1537762081.0,100.0,7.71,81.69,78.95,3.4
463,sucua,48.0,EC,1537762081.0,84.0,-2.46,-78.17,63.29,1.95
464,fuengirola,0.0,ES,1537759800.0,64.0,36.54,-4.62,68.0,8.05
465,beihai,0.0,CN,1537761600.0,37.0,38.95,121.19,69.8,8.95
466,morondava,0.0,MG,1537762082.0,100.0,-20.3,44.28,67.97,1.83
467,borovskoy,0.0,KZ,1537762082.0,79.0,53.8,64.15,42.5,3.18
468,haines junction,0.0,CA,1537762082.0,58.0,60.75,-137.51,42.95,2.73
469,san angelo,1.0,US,1537761060.0,90.0,31.46,-100.44,66.92,4.7
470,santa fe,0.0,AR,1537762083.0,66.0,-31.62,-60.7,69.23,16.49
471,kulhudhuffushi,64.0,MV,1537762083.0,100.0,6.62,73.07,80.75,6.98
472,tezu,68.0,IN,1537762149.0,80.0,27.93,96.16,71.84,1.39
473,erenhot,0.0,CN,1537762149.0,37.0,43.65,111.97,62.48,8.66
476,ponta delgada,20.0,PT,1537759800.0,77.0,37.73,-25.67,68.0,5.82
477,xuanhua,0.0,CN,1537762150.0,37.0,40.61,115.04,59.78,3.06
478,puerto escondido,80.0,MX,1537762150.0,100.0,15.86,-97.07,85.7,7.43
479,shelburne,1.0,CA,1537758000.0,93.0,44.08,-80.2,57.2,6.93
480,zuwarah,56.0,LY,1537762151.0,100.0,32.93,12.08,77.06,5.08
481,santa isabel do rio negro,12.0,BR,1537762151.0,90.0,-0.41,-65.02,78.14,2.39
482,nieuw amsterdam,20.0,SR,1537761600.0,94.0,5.88,-55.08,75.2,16.04
483,katherine,0.0,AU,1537759800.0,19.0,-14.47,132.26,95.0,10.29
484,varena,90.0,LT,1537761000.0,100.0,54.21,24.57,46.4,6.93
485,north platte,1.0,US,1537761180.0,47.0,41.12,-100.77,69.98,11.41
486,bone,20.0,ID,1537759800.0,38.0,-10.32,123.57,93.2,12.75
487,labuhan,0.0,ID,1537762153.0,55.0,-2.54,115.51,89.84,3.62
488,simbahan,64.0,PH,1537762153.0,100.0,6.3,120.58,81.92,7.65
489,rossosh,0.0,RU,1537762154.0,88.0,50.2,39.58,40.25,2.84
490,pastavy,92.0,BY,1537762154.0,98.0,55.11,26.84,45.83,5.75
491,bismil,0.0,TR,1537759200.0,36.0,37.85,40.66,62.6,8.05
492,bixby,90.0,US,1537761300.0,78.0,35.94,-95.88,71.96,8.1
493,saint george,0.0,GR,1537759200.0,63.0,39.45,22.34,60.8,4.7
494,jumla,44.0,NP,1537762155.0,93.0,29.28,82.18,44.12,1.95
495,nangomba,0.0,TZ,1537762156.0,81.0,-10.9,38.52,62.66,2.73
496,winsum,20.0,NL,1537761300.0,81.0,53.33,6.52,53.6,6.93
497,laguna,0.0,MX,1537762156.0,62.0,27.52,-110.01,85.16,3.18
498,gobabis,0.0,NA,1537758000.0,19.0,-22.45,18.97,66.2,1.12
499,carballo,75.0,ES,1537761600.0,88.0,43.21,-8.69,62.6,4.7
500,moussoro,0.0,TD,1537762157.0,77.0,13.64,16.49,75.35,2.95
501,kaitangata,92.0,NZ,1537762157.0,100.0,-46.28,169.85,40.43,11.01
502,dunedin,92.0,NZ,1537761930.0,100.0,-45.87,170.5,37.1,5.75
503,bajil,0.0,ES,1537762158.0,79.0,38.23,-2.07,58.88,1.5
504,balaipungut,56.0,ID,1537762158.0,92.0,1.11,101.31,80.39,3.62
506,matara,68.0,PE,1537762159.0,91.0,-13.74,-72.9,41.6,1.61
507,mahon,0.0,IE,1537761600.0,81.0,51.89,-8.4,42.8,5.82
508,dauriya,0.0,RU,1537762160.0,48.0,49.93,116.85,54.56,3.85
509,varzea grande,24.0,BR,1537762160.0,88.0,-29.42,-50.86,68.96,1.72
510,shaunavon,76.0,CA,1537762160.0,94.0,49.65,-108.41,42.41,8.55
511,lekoni,92.0,GA,1537762161.0,100.0,-1.58,14.26,66.8,9.22
512,borodyanka,80.0,UA,1537761600.0,93.0,50.64,29.92,51.8,17.9
513,redlands,1.0,US,1537760100.0,47.0,34.06,-117.19,77.0,1.95
514,dwarka,90.0,IN,1537759800.0,94.0,28.58,77.04,77.0,10.29
515,salym,64.0,RU,1537762162.0,92.0,60.06,71.48,50.51,4.63
516,vao,0.0,EE,1537762163.0,95.0,59.1,26.19,45.2,4.29
517,prince rupert,90.0,CA,1537760340.0,100.0,54.32,-130.32,53.6,3.36
518,acapulco,90.0,MX,1537757220.0,88.0,16.86,-99.88,82.4,4.7
519,marathon,92.0,CA,1537762164.0,98.0,48.72,-86.38,42.5,14.03
520,plouzane,0.0,FR,1537759800.0,81.0,48.38,-4.62,48.2,5.82
521,kidal,0.0,ML,1537762164.0,47.0,18.44,1.41,75.35,2.84
522,les cayes,44.0,HT,1537762165.0,100.0,18.19,-73.75,82.19,11.01
523,patacamaya,44.0,BO,1537762165.0,63.0,-17.23,-67.92,38.63,4.41
524,tabuk,0.0,PH,1537762165.0,76.0,17.41,121.44,78.86,2.62
525,abha,0.0,SA,1537758000.0,61.0,18.22,42.5,66.2,1.61
526,road town,1.0,VG,1537757580.0,74.0,18.42,-64.62,82.94,8.05
527,udachnyy,8.0,RU,1537762166.0,63.0,66.42,112.4,47.45,4.85
528,yulara,0.0,AU,1537758000.0,10.0,-25.24,130.99,82.4,18.34
530,iaciara,92.0,BR,1537762112.0,62.0,-14.1,-46.63,74.27,1.95
531,casian,0.0,RO,1537759800.0,88.0,44.5,28.48,64.4,9.17
532,kapit,36.0,MY,1537762233.0,83.0,2.02,112.94,81.74,2.95
533,pahalgam,0.0,IN,1537762233.0,91.0,34.03,75.33,30.89,1.72
534,kununurra,0.0,AU,1537759800.0,7.0,-15.77,128.74,98.6,10.29
535,letychiv,48.0,UA,1537762234.0,64.0,49.38,27.62,55.28,19.17
536,severnoye,0.0,RU,1537762234.0,75.0,54.09,52.54,50.51,9.44
537,rocha,80.0,UY,1537762235.0,89.0,-34.48,-54.34,57.35,5.19
538,wajir,75.0,KE,1537758000.0,73.0,1.75,40.07,75.2,9.17
539,ereymentau,76.0,KZ,1537762235.0,100.0,51.62,73.1,47.36,7.99
540,rongcheng,8.0,CN,1537762236.0,68.0,37.16,122.42,72.56,5.41
541,izumo,75.0,JP,1537761600.0,60.0,35.37,132.75,75.2,3.36
542,port hardy,90.0,CA,1537759080.0,93.0,50.7,-127.42,53.6,1.95
543,okha,88.0,RU,1537762237.0,84.0,53.59,142.95,53.93,4.63
544,belmonte,0.0,PT,1537762237.0,74.0,40.36,-7.35,55.55,3.74
545,athens,90.0,US,1537761300.0,94.0,34.8,-86.97,75.02,4.7
546,kouqian,80.0,CN,1537762238.0,99.0,43.66,126.5,51.5,6.42
547,shingu,75.0,JP,1537758000.0,69.0,33.72,135.99,78.8,9.17
548,batemans bay,36.0,AU,1537762238.0,81.0,-35.71,150.18,55.73,5.41
550,monte alegre,0.0,BR,1537762239.0,65.0,-2.0,-54.07,82.1,4.97
551,komsomolskiy,92.0,RU,1537762239.0,97.0,67.55,63.78,56.36,12.01
552,westport,64.0,IE,1537762240.0,100.0,53.8,-9.52,43.76,5.3
553,lensk,0.0,RU,1537762240.0,66.0,60.71,114.91,50.96,3.4
554,camocim,0.0,BR,1537762240.0,82.0,-2.9,-40.84,75.98,13.8
555,bethanien,76.0,NA,1537762240.0,31.0,-26.5,17.16,52.4,2.28
557,zyryanka,24.0,RU,1537762241.0,73.0,65.73,150.89,40.88,3.29
558,balkhash,0.0,KZ,1537762241.0,100.0,46.84,74.98,52.76,11.01
559,hobbs,1.0,US,1537761300.0,51.0,32.7,-103.14,62.6,5.82
560,dourbali,44.0,TD,1537762242.0,86.0,11.81,15.86,74.54,2.84
561,tecolutla,76.0,MX,1537762242.0,99.0,17.31,-98.74,64.37,1.72
562,liling,40.0,CN,1537758000.0,69.0,27.65,113.49,77.0,2.24
563,kamarion,0.0,GR,1537759200.0,83.0,36.8,25.82,69.8,13.47
564,valdivia,75.0,CL,1537758000.0,100.0,-39.81,-73.25,44.6,2.24
565,marsa matruh,20.0,EG,1537758000.0,88.0,31.35,27.25,64.4,3.18
566,astoria,40.0,US,1537761300.0,89.0,46.19,-123.83,53.96,3.36
567,liuhe,64.0,CN,1537762244.0,83.0,42.28,125.73,50.06,3.29
568,tsiroanomandidy,0.0,MG,1537762245.0,85.0,-18.77,46.05,48.89,3.4
570,borisoglebskiy,24.0,RU,1537762245.0,93.0,57.26,39.15,43.13,9.22
572,nanakuli,1.0,US,1537757820.0,67.0,21.39,-158.15,82.94,11.41
573,edd,0.0,ER,1537762246.0,53.0,13.93,41.69,67.52,1.95
574,vila franca do campo,20.0,PT,1537759800.0,77.0,37.72,-25.43,68.0,5.82
575,kudahuvadhoo,36.0,MV,1537762246.0,100.0,2.67,72.89,82.55,7.76
577,klyavlino,8.0,RU,1537762247.0,61.0,54.26,52.03,50.87,9.44
578,hobyo,0.0,SO,1537762247.0,87.0,5.35,48.53,75.8,20.4
579,morehead,92.0,US,1537757580.0,96.0,38.18,-83.43,64.04,3.36
580,iracoubo,20.0,GF,1537762248.0,76.0,5.48,-53.21,80.03,5.41
581,brae,48.0,GB,1537761000.0,60.0,60.4,-1.35,44.6,4.7
582,igra,0.0,RU,1537762248.0,86.0,57.55,53.1,53.66,9.44
583,nome,1.0,US,1537761300.0,88.0,30.04,-94.42,77.9,3.36
584,bodden town,0.0,KY,1537758000.0,83.0,19.28,-81.25,84.2,6.93
586,manggar,0.0,ID,1537762250.0,63.0,-2.88,108.27,89.3,14.25
587,nizhniy tsasuchey,0.0,RU,1537762250.0,75.0,50.52,115.13,54.83,5.97
588,caiaponia,88.0,BR,1537762230.0,56.0,-16.96,-51.81,77.51,2.95
589,sobolevo,92.0,RU,1537762251.0,97.0,54.43,31.9,47.36,12.68
590,bata,40.0,GQ,1537758000.0,100.0,1.87,9.77,75.2,4.18
591,nevel,92.0,RU,1537762316.0,97.0,56.02,29.92,45.38,9.22
592,biak,32.0,ID,1537762317.0,80.0,-0.91,122.88,82.55,8.21
593,shahgarh,0.0,IN,1537762317.0,74.0,24.31,79.12,81.74,12.01
594,alyangula,0.0,AU,1537762317.0,80.0,-13.85,136.42,83.99,14.92
596,yuli,20.0,NG,1537762318.0,93.0,10.52,9.86,68.87,4.29
598,shilka,0.0,RU,1537762318.0,44.0,51.85,116.03,55.73,3.85
599,asuncion,0.0,PY,1537758000.0,58.0,-25.3,-57.63,86.0,8.05
601,hornepayne,48.0,CA,1537762319.0,66.0,49.22,-84.78,33.68,6.87
602,zongozotla,88.0,MX,1537762319.0,94.0,19.98,-97.73,57.17,1.39
604,druzhba,80.0,UA,1537762320.0,74.0,49.36,25.65,55.64,10.67
605,colac,36.0,AU,1537762250.0,63.0,-38.34,143.59,55.28,3.74
606,northam,0.0,GB,1537757400.0,100.0,51.04,-4.21,42.8,4.7
607,vilcun,36.0,CL,1537762321.0,98.0,-38.65,-72.23,39.8,2.17
608,nova friburgo,0.0,BR,1537762321.0,84.0,-22.28,-42.53,56.09,1.61
609,gaya,8.0,IN,1537761600.0,74.0,24.8,85.01,87.8,11.41
